,feature,feature_spellcheck
1392,aqueous,aqueous
1393,aqui,qui
1394,aquifer,quiver
1395,aquifers,-1
1396,aquila,quilt
1397,aquin,again
1398,aquinois,-1
1399,aqwame,-1
1400,ar,ar
1401,arab,arab
1402,arabia,arabia
1403,arabian,arabian
1404,arabiya,arabia
1405,arable,arable
1406,arabs,arabs
1407,arabuka,-1
1408,arakan,-1
1409,arakat,arbat
1410,aral,-1
1411,araltobe,-1
1412,aram,arm
1413,arana,arena
1414,aranbl,-1
1415,arap,trap
1416,ararat,apart
1417,araruby,-1
1418,aravalis,-1
1419,aravind,-1
1420,arbitrarily,arbitrarily
1421,arbitrary,arbitrary
1422,arbres,-1
1423,arc,arc
1424,arcachon,-1
1425,arcahaie,archie
1426,arcata,-1
1427,arcayais,-1
1428,archaie,archie
1429,archdiocese,-1
1430,archi,arch
1431,archibishop,archbishop
1432,archil,archie
1433,archipelago,archipelago
1434,archit,archie
1435,architect,architect
1436,architects,architects
1437,architectural,architectural
1438,architecture,architecture
1439,archiv,archive
1440,archival,-1
1441,archive,archive
1442,arcoswitt,-1
1443,arctic,arctic
1444,arduous,arduous
1445,area,area
1446,areached,reached
1447,aread,-1
1448,arealapote,-1
1449,areas,areas
1450,areatabarree,-1
1451,areawout,-1
1452,areca,area
1453,areceived,received
1454,aree,are
1455,arelated,related
1456,arena,arena
1457,arenas,areas
1458,arepas,areas
1459,areplike,-1
1460,arest,rest
1461,areva,area
1462,arfin,-1
1463,argentina,argentina
1464,argentinean,argentina
1465,arghandab,-1
1466,argo,ago
1467,argue,argue
1468,argument,argument
1469,arguments,arguments
1470,argun,argue
1471,argus,argus
1472,ari,are
1473,arian,-1
1474,ariana,-1
1475,arias,areas
1476,aribnews,-1
1477,arica,africa
1478,arid,arid
1479,aridity,aridity
1480,ariela,area
1481,arif,arid
1482,arifur,arthur
1483,arimwhite,-1
1484,arion,-1
1485,aris,-1
1486,arise,arise
1487,arisolny,-1
1488,aristide,armistice
1489,aristocratic,aristocratic
1490,arizona,arizona
1491,arkabaev,-1
1492,arkansas,arkansas
1493,arleematlin,-1
1494,arlet,are
1495,arlit,-1
1496,arm,arm
1497,arma,-1
1498,armament,armaments
1499,armavir,-1
1500,armenia,armenia
1501,armenian,armenian
1502,armenians,armenians
1503,armies,armies
1504,armor,armor
1505,armour,armour
1506,armoury,-1
1507,armpit,armpit
1508,army,army
1509,armyworm,-1
1510,armyworms,-1
1511,arolafuentes,-1
1512,arolinamillan,-1
1513,aroun,around
1514,around,around
1515,arouse,arouse
1516,arpotes,capotes
1517,arquin,ruin
1518,arquinois,-1
1519,arra,area
1520,arrange,arrange
1521,arrangement,arrangement
1522,arrangements,arrangements
1523,array,array
1524,arrears,arrears
1525,arrelid,-1
1526,arrest,arrest
1527,arrival,arrival
1528,arrivals,arrivals
1529,arrive,arrive
1530,arriver,arrived
1531,arrogant,arrogant
1532,arrowroot,-1
1533,arroyo,-1
1534,arruda,armada
1535,arrumando,-1
1536,ars,-1
1537,arsenal,arsenal
1538,arsenic,arsenic
1539,arshad,marshal
1540,arson,arson
1541,arsonists,-1
1542,art,art
1543,artemisinin,-1
1544,arterial,arterial
1545,arteries,arteries
1546,artery,artery
1547,artesian,arterial
1548,artesunate,-1
1549,artf,art
1550,arthquakew,-1
1551,arthritis,arthritis
1552,artibonit,-1
1553,artibonite,-1
1554,article,article
1555,articulate,articulate
1556,artificial,artificial
1557,artificially,artificially
1558,artillery,artillery
1559,artisanal,artisans
1560,artisans,artisans
1561,artist,artist
1562,artistes,artists
1563,artists,artists
1564,artistsforpeaceandjustice,-1
1565,arts,arts
1566,aruba,area
1567,arunachal,-1
1568,arusha,-1
1569,arv,are
1570,arwe,are
1571,aryaperry,-1
1572,aryburnss,-1
1573,asa,as
1574,asadho,-1
1575,asalam,-1
1576,asandy,sandy
1577,asap,-1
1578,asaude,-1
1579,asbestos,-1
1580,asbury,-1
1581,ascend,ascend
1582,ascertain,ascertain
1583,asean,-1
1584,asg,as
1585,ash,ash
1586,ashaa,-1
1587,ashamed,ashamed
1588,ashelter,shelter
1589,asherif,sheriff
1590,ashfall,shall
1591,ashgabat,-1
1592,ashliorion,-1
1593,ashong,-1
1594,ashore,ashore
1595,ashraf,astray
1596,ashton,fashion
1597,ashwal,shawl
1598,asi,as
1599,asia,asia
1600,asiamonet,-1
1601,asian,asia
1602,asians,signs
1603,asiapacific,-1
1604,asiatic,asiatic
1605,asice,aside
1606,aside,aside
1607,asistance,assistance
1608,ask,ask
1609,askar,-1
1610,askin,skin
1611,asleep,asleep
1612,asma,asia
1613,asmaile,smile
1614,asman,man
1615,asmial,animal
1616,asnlf,self
1617,asp,asp
1618,aspect,aspect
1619,aspects,aspects
1620,aspeger,-1
1621,aspen,aspen
1622,asperity,asperity
1623,asphalt,shalt
1624,asphyxia,asphyxia
1625,aspirant,aspirin
1626,aspiration,aspiration
1627,aspirations,aspirations
1628,aspire,-1
1629,aspx,asp
1630,ass,ass
1631,assaba,assail
1632,assad,-1
1633,assadkhril,-1
1634,assailant,assailant
1635,assailants,assailants
1636,assam,-1
1637,assassination,assassination
1638,assassinations,assassination
1639,assault,assault
1640,assay,essay
1641,assemble,assemble
1642,assemblies,assemblies
1643,assemblue,assemble
1644,assembly,assembly
1645,assert,assert
1646,assess,assess
1647,assessment,assessment
1648,assessments,assessment
1649,assesssments,assessment
1650,asset,asset
1651,assets,-1
1652,asshole,ashore
1653,assiatnce,assistance
1654,assiciation,association
1655,assign,assign
1656,assignment,assignment
1657,assisstance,assistance
1658,assist,assist
1659,assistance,assistance
1660,assistances,assistance
1661,assistant,assistant
1662,assistants,assistants
1663,assistive,assisting
1664,assistnce,assistance
1665,assitance,assistance
1666,associate,associate
1667,association,association
1668,associations,associations
1669,assort,assert
1670,assuage,-1
1671,assume,assume
1672,assumption,assumption
1673,assumptions,assumptions
1674,assurance,assurance
1675,assurances,assurances
1676,assure,assure
1677,assustam,-1
1678,assylum,asylum
1679,asthma,-1
1680,asthmatic,automatic
1681,astonish,astonish
1682,astor,astor
1683,astoria,astoria
1684,astrid,astride
1685,astro,-1
1686,astrological,-1
1687,astronauts,-1
1688,astronomical,-1
1689,asunci,-1
1690,aswtf,-1
1691,asylum,asylum
1692,asymmetric,-1
1693,asymmetrical,symmetrical
1694,asymptomatic,-1
1695,atalaye,-1
1696,atari,-1
1697,atas,-1
1698,atc,at
1699,ategbo,-1
1700,ateprodel,-1
1701,ateprodelg,-1
1702,ateuh,ate
1703,atfifty,fifty
1704,ath,at
1705,athena,athens
1706,athene,athens
1707,athis,this
1708,athlete,athlete
1709,atiasasun,-1
1710,atiasdelrio,-1
1711,atiechoudhary,-1
1712,atike,alike
1713,atis,axis
1714,atiwa,-1
1715,atlanta,atlanta
1716,atlantans,atlanta
1717,atlantic,atlantic
1718,atlantico,atlantic
1719,atlantique,-1
1720,atlas,atlas
1721,atleast,least
1722,atm,at
1723,atmosphere,atmosphere
1724,atmospheric,atmosphere
1725,ato,to
1726,atoll,toll
1727,atolls,tolls
1728,atomic,atomic
1729,atop,-1
1730,atorgolf,-1
1731,atp,at
1732,atr,at
1733,atricksf,tricks
1734,atrium,-1
1735,atrocious,atrocious
1736,atrocities,atrocities
1737,atrocksteady,-1
1738,atry,try
1739,ats,-1
1740,atser,-1
1741,attabad,-1
1742,attach,attach
1743,attachment,attachment
1744,attack,attack
1745,attacker,attacker
1746,attackers,attacker
1747,attain,attain
1748,attainable,-1
1749,attempt,attempt
1750,attend,attend
1751,attendance,attendance
1752,attendant,attendant
1753,attendants,attendants
1754,attendons,-1
1755,attention,attention
1756,atthewdball,-1
1757,attire,attire
1758,attitude,attitude
1759,attitudes,attitudes
1760,attorney,attorney
1761,attorneys,attorneys
1762,attract,attract
1763,attraction,attraction
1764,attractions,attractions
1765,attractive,attractive
1766,attrap,-1
1767,attribute,attribute
1768,attune,-1
1769,attvuono,-1
1770,aturallymaca,-1
1771,au,au
1772,aubergines,-1
1773,aubran,-1
1774,aubry,-1
1775,auckto,auto
1776,auction,auction
1777,aucun,autumn
1778,aucune,acute
1779,aud,and
1780,audience,audience
1781,audiences,audiences
1782,audioboothis,-1
1783,audit,audit
1784,auditor,auditor
1785,aug,aug
1786,auger,anger
1787,aughdancejb,-1
1788,aught,aught
1789,augment,augment
1790,augmentation,pigmentation
1791,augmentees,augmented
1792,august,august
1793,augustine,augustine
1794,augusto,august
1795,auj,au
1796,aung,-1
1797,auni,aunt
1798,aunt,aunt
1799,auntie,auntie
1800,aur,our
1801,auragan,kuragin
1802,aurang,during
1803,aurelle,auricle
1804,aurora,aroma
1805,aurton,-1
1806,aus,as
1807,ausaid,said
1808,aushduiaiuas,-1
1809,auspices,auspices
1810,aussi,aussi
1811,austeremoi,-1
1812,austerity,austerity
1813,austin,austin
1814,austral,-1
1815,australia,australia
1816,australian,australian
1817,australians,australians
1818,austria,austria
1819,authentication,-1
1820,author,author
1821,authorisation,authorization
1822,authorise,authorise
1823,authoritarian,-1
1824,authoritarianism,-1
1825,authorites,authorities
1826,authorithies,authorities
1827,authorithy,authority
1828,authorities,authorities
1829,authoritiy,authority
1830,authority,authority
1831,authoritys,authority
1832,authorization,authorization
1833,authorize,authorize
1834,auto,auto
1835,autoclave,autoclave
1836,autocratic,autocratic
1837,autogamie,-1
1838,automatic,automatic
1839,automatically,automatically
1840,autonomous,autonomous
1841,autonomy,autonomy
1842,autopsy,topsy
1843,autorisation,cauterisation
1844,autorities,authorities
1845,autority,authority
1846,autumn,autumn
1847,aux,aux
1848,auxiliary,axillary
1849,auxiliatrice,-1
1850,av,-1
1851,avaible,-1
1852,avail,avail
1853,availability,availability
1854,availabilty,availability
1855,availabl,available
1856,available,available
1857,avalaible,available
1858,avalanche,avalanche
1859,avante,-1
1860,avay,away
1861,ave,ave
1862,avec,avec
1863,avek,-1
1864,aven,even
1865,avenel,-1
1866,avenge,avenge
1867,avenue,avenue
1868,average,average
1869,averse,averse
1870,avert,avert
1871,avian,again
1872,aviation,aviation
1873,aviations,aviation
1874,avidmarxist,-1
1875,aviet,-1
1876,avin,-1
1877,avisa,-1
1878,avivadrescher,-1
1879,avjostit,-1
1880,avocado,-1
1881,avocadoes,-1
1882,avoid,avoid
1883,avoidable,available
1884,avons,-1
1885,avro,-1
1886,avur,azur
1887,aw,-1
1888,awacs,was
1889,await,await
1890,awake,awake
1891,awam,away
1892,awan,away
1893,awaran,-1
1894,award,award
1895,aware,aware
1896,awarenes,awareness
1897,awareness,awareness
1898,awarn,aware
1899,awasn,wasn
1900,awatan,awaken
1901,away,away
1902,awayi,away
1903,awdioi,-1
1904,aweee,were
1905,aweil,well
1906,awesome,-1
1907,awful,awful
1908,awfull,awful
1909,awk,ask
1910,awkwardly,awkwardly
1911,awning,-1
1912,awnings,-1
1913,awr,war
1914,aww,-1
1915,awww,www
1916,ax,ax
1917,axcs,axis
1918,axe,axe
1919,axina,-1
1920,axis,axis
1921,axkxyp,-1
1922,ay,ay
1923,aya,-1
1924,ayam,adam
1925,ayanna,anna
1926,ayayawaddy,-1
1927,ayaz,ayez
1928,ayct,act
1929,ayehu,aye
1930,ayesha,alesha
1931,ayeyarwaddy,-1
1932,ayeyarwady,-1
1933,ayeyawaddy,-1
1934,ayeyawady,-1
1935,ayhwnslbring,-1
1936,ayiti,anti
1937,aylbun,-1
1938,aymore,anymore
1939,ayr,air
1940,ayrbso,-1
1941,ayskeezy,-1
1942,aythow,author
1943,ayub,-1
1944,ayuda,yauza
1945,ayutthaya,-1
1946,az,-1
1947,azad,and
1948,azar,-1
1949,azare,aware
1950,azawad,-1
1951,azbmfwjvbrq,-1
1952,azerbaijan,-1
1953,azeri,-1
1954,azien,alien
1955,azil,all
1956,azile,agile
1957,aziz,-1
1958,azizbek,-1
1959,azmat,admit
1960,azmera,camera
1961,azmt,at
1962,aznar,anna
1963,azqjo,-1
1964,azueia,-1
1965,b,b
1966,ba,ba
1967,baad,-1
1968,baaz,-1
1969,bab,-1
1970,babab,baby
1971,babadankpodgi,-1
1972,babar,-1
1973,babile,-1
1974,babiole,-1
1975,baby,baby
1976,bac,back
1977,bacana,banana
1978,bacc,back
1979,baccalaureat,-1
1980,baccalaureate,-1
1981,bacchav,bacchus
1982,bach,-1
1983,bachay,barclay
1984,bachelet,bachelor
1985,bachon,bacon
1986,bachy,-1
1987,bacillary,bacillary
1988,back,back
1989,backache,-1
1990,backblocks,-1
1991,backbone,-1
1992,backbreaking,-1
1993,backdrop,-1
1994,backer,-1
1995,backers,bankers
1996,backfilling,-1
1997,backflow,-1
1998,background,background
1999,backhoe,bache
2000,backhoo,-1
2001,backlash,backwash
2002,backlog,backing
2003,backpack,-1
2004,backpid,backed
2005,backup,back
2006,backward,backward
2007,backwards,backwards
2008,backwashing,-1
2009,backwater,backwater
2010,backyard,backward
2011,bacon,bacon
2012,bacongo,bacon
2013,bacteria,bacteria
2014,bacterial,bacterial
2015,bacteries,batteries
2016,bacteriological,bacteriological
2017,bacterium,bacterium
2018,bad,bad
2019,badachana,-1
2020,badade,-1
2021,badakhashan,-1
2022,badakhshan,-1
2023,badakshan,-1
2024,badarzab,-1
2025,badass,adams
2026,baddiyawala,-1
2027,baddly,badly
2028,badest,barest
2029,badge,badge
2030,badghis,badges
2031,badgirlstreets,-1
2032,badhale,-1
2033,badin,-1
2034,badly,badly
2035,badunk,bank
2036,bady,-1
2037,bae,be
2038,baelode,-1
2039,baffle,baffled
2040,bafia,-1
2041,bag,bag
2042,baga,-1
2043,bagadia,-1
2044,bagalkot,-1
2045,bagana,banana
2046,bagarji,-1
2047,bagay,baggy
2048,bagel,babel
2049,bagels,-1
2050,bagerhat,-1
2051,baggage,baggage
2052,bagh,-1
2053,baghdad,-1
2054,baghlan,-1
2055,baglo,-1
2056,baglung,bagging
2057,bagmati,-1
2058,bagne,bane
2059,bago,ago
2060,bagre,bare
2061,bagrot,-1
2062,baha,bah
2063,bahamas,-1
2064,bahati,-1
2065,bahawalpur,-1
2066,bahorok,-1
2067,bahr,bar
2068,bahraich,-1
2069,bahrain,brain
2070,bahrin,-1
2071,baht,-1
2072,bai,-1
2073,baiden,maiden
2074,baidoa,-1
2075,baie,-1
2076,baig,big
2077,baihetan,-1
2078,bail,bail
2079,bailan,-1
2080,bailey,bailey
2081,bainet,-1
2082,baipaza,-1
2083,bairas,-1
2084,bairros,-1
2085,bajaur,bazaar
2086,bak,-1
2087,bakary,-1
2088,bake,bake
2089,bakeries,batteries
2090,bakery,baker
2091,bakhit,-1
2092,bakhshali,-1
2093,bakhshu,-1
2094,bakhtiar,-1
2095,bakiga,balaga
2096,bakol,-1
2097,bakool,baboon
2098,bakornas,-1
2099,bakrial,-1
2100,bakrie,-1
2101,baks,-1
2102,baksh,-1
2103,baku,bake
2104,bakunas,-1
2105,bal,bal
2106,bala,-1
2107,balaclavas,-1
2108,balade,blade
2109,balaghat,balaga
2110,balaka,balaga
2111,balakot,ballot
2112,balan,-1
2113,balance,balance
2114,balanse,balance
2115,balanyen,balance
2116,balasore,-1
2117,balayen,-1
2118,balcon,-1
2119,balcony,balcony
2120,bald,bald
2121,baldwin,baldwin
2122,bale,-1
2123,baleine,saline
2124,balev,bales
2125,balge,-1
2126,bali,-1
2127,balkan,balkan
2128,balkanabad,-1
2129,balkans,balkan
2130,balkh,balk
2131,ball,ball
2132,ballislife,-1
2133,ballistic,-1
2134,balloon,balloon
2135,ballot,ballot
2136,ballroom,ballroom
2137,baloch,bloch
2138,balochistan,-1
2139,balode,alone
2140,baltimore,baltimore
2141,baltistan,-1
2142,baluchistan,-1
2143,bam,am
2144,bama,-1
2145,bamabang,-1
2146,bamako,bamboo
2147,bambang,-1
2148,bamboo,bamboo
2149,bamboos,bamboo
2150,bamiyan,-1
2151,bamyan,-1
2152,ban,ban
2153,bana,-1
2154,banaea,banana
2155,banana,banana
2156,bananas,banana
2157,banany,banana
2158,banbou,bamboo
2159,band,band
2160,banda,-1
2161,bandage,bandage
2162,bandar,-1
2163,bandaranaike,-1
2164,bandarban,-1
2165,bande,-1
2166,banderas,-1
2167,bandit,bandit
2168,banditry,-1
2169,bandits,bandit
2170,bandung,-1
2171,bandwagon,-1
2172,bane,bane
2173,banee,bane
2174,banerjee,-1
2175,bang,bang
2176,bangalore,-1
2177,bangkok,-1
2178,bangladesh,-1
2179,bangladeshi,-1
2180,bangladeshis,-1
2181,bangles,angles
2182,bangok,bank
2183,bangunan,-1
2184,banja,-1
2185,banjarmasin,-1
2186,bank,bank
2187,banka,-1
2188,banma,-1
2189,banner,banner
2190,bannu,-1
2191,banou,-1
2192,banpu,-1
2193,banque,-1
2194,bansal,basal
2195,banten,banter
2196,banthoustants,-1
2197,bantul,banter
2198,banyak,bank
2199,banyamulenge,-1
2200,bao,-1
2201,baobab,-1
2202,baoji,-1
2203,baoxing,boxing
2204,bappeda,tapped
2205,baptist,baptist
2206,baptiste,-1
2207,baptistplanet,-1
2208,baqi,-1
2209,baquiaza,-1
2210,bar,bar
2211,barabanki,-1
2212,barack,-1
2213,barade,parade
2214,baraderes,-1
2215,baradres,-1
2216,barae,bare
2217,barahona,-1
2218,barak,bark
2219,baral,basal
2220,baramulla,-1
2221,baramullah,-1
2222,barangays,-1
2223,barba,-1
2224,barbancourt,-1
2225,barbancourty,-1
2226,barbara,barbara
2227,barbarism,barbarism
2228,barbarous,barbarous
2229,barbuto,-1
2230,barcelona,-1
2231,barcelone,-1
2232,barclay,barclay
2233,barclays,barclays
2234,bardera,-1
2235,bardere,-1
2236,bardiya,-1
2237,bardo,-1
2238,bare,bare
2239,baree,bare
2240,bareek,-1
2241,barefoot,barefoot
2242,barely,barely
2243,bargain,bargain
2244,barge,barge
2245,barguna,laguna
2246,barhabise,-1
2247,bari,-1
2248,bariers,barriers
2249,barikad,barked
2250,bariloche,-1
2251,baringo,baring
2252,barisal,-1
2253,bariy,barry
2254,barka,bark
2255,barkhane,-1
2256,barley,barley
2257,barman,-1
2258,barmer,-1
2259,barnegatbay,-1
2260,barns,barns
2261,baro,-1
2262,barometer,parameter
2263,barqi,-1
2264,barra,-1
2265,barrack,barracks
2266,barrage,-1
2267,barranquilla,-1
2268,barre,barre
2269,barrel,barrel
2270,barrell,-1
2271,barren,barren
2272,barrenjoey,-1
2273,barrenness,-1
2274,barricade,barricade
2275,barricou,-1
2276,barrier,barrier
2277,barriers,barriers
2278,barrire,barrier
2279,barros,-1
2280,barrows,-1
2281,barshore,ashore
2282,barter,barter
2283,bartholy,earthly
2284,baru,-1
2285,baruch,-1
2286,bary,mary
2287,baryejo,-1
2288,bas,-1
2289,basarnas,-1
2290,base,base
2291,baselais,baseless
2292,baseless,baseless
2293,baseline,vaseline
2294,basement,basement
2295,basementmix,-1
2296,basements,basement
2297,basen,-1
2298,bashar,-1
2299,bashir,-1
2300,basi,-1
2301,basic,basic
2302,basically,basically
2303,basicphysics,-1
2304,basics,basis
2305,basin,basin
2306,basins,basins
2307,basis,basis
2308,basket,basket
2309,basketb,basket
2310,basketball,-1
2311,basketcase,-1
2312,baskets,baskets
2313,baso,-1
2314,basrah,-1
2315,bassa,bass
2316,bassan,bassano
2317,bassikounou,-1
2318,bassin,basin
2319,bassinet,-1
2320,bassira,-1
2321,bassti,-1
2322,bastardo,-1
2323,basti,bast
2324,bastien,-1
2325,bat,bat
2326,bataen,-1
2327,batagram,-1
2328,bataille,bastille
2329,batalha,natasha
2330,batay,-1
2331,batch,batch
2332,batdorj,-1
2333,bateau,-1
2334,bateaux,beaux
2335,bath,bath
2336,batha,-1
2337,bathandbodyworks,-1
2338,bathe,bathe
2339,bathhouses,bathhouse
2340,bathmats,-1
2341,bathroom,bathroom
2342,bathrooms,bathroom
2343,bathymetric,-1
2344,batik,back
2345,batiman,batman
2346,batis,-1
2347,batiste,batiste
2348,bato,bath
2349,baton,baton
2350,bator,baton
2351,batoro,-1
2352,batraville,-1
2353,battage,battle
2354,battagram,-1
2355,battal,battle
2356,battalion,battalion
2357,battalions,battalions
2358,batten,bitten
2359,batter,-1
2360,batteries,batteries
2361,battery,battery
2362,batticaloa,-1
2363,battle,battle
2364,battlefield,battlefield
2365,battlezone,-1
2366,battlin,battle
2367,batu,bath
2368,bauchi,-1
2369,baucks,backs
2370,bauxite,-1
2371,bavarian,-1
2372,bavqc,-1
2373,bawe,-1
2374,bay,bay
2375,baygon,-1
2376,bayilod,-1
2377,bayilorde,-1
2378,bayingolin,-1
2379,bayled,-1
2380,baylod,-1
2381,baylode,-1
2382,bayongbong,-1
2383,bayonne,bayonet
2384,bazaar,bazaar
2385,bazar,bazaar
2386,bazars,bazaars
2387,bazaruto,-1
2388,bb,-1
2389,bbc,-1
2390,bbcbreaking,-1
2391,bbcworld,-1
2392,bbm,-1
2393,bbpzwabu,-1
2394,bbq,-1
2395,bbwcandle,-1
2396,bc,bc
2397,bca,-1
2398,bcak,back
2399,bcas,bias
2400,bcnewyork,-1
2401,bcraveee,-1
2402,bcs,-1
2403,bcten,been
2404,bcuz,but
2405,bcworld,world
2406,bczryf,-1
2407,bd,-1
2408,bddd,-1
2409,bdrcs,boris
2410,bds,-1
2411,be,be
2412,beacause,because
2413,beach,beach
2414,beachfront,-1
2415,beachgoers,-1
2416,beachline,-1
2417,beacon,beacon
2418,beak,beak
2419,beam,beam
2420,beamups,beams
2421,bean,bean
2422,beanies,-1
2423,bear,bear
2424,bearers,bearers
2425,bearthquake,earthquake
